Index,Employed,Bank Balance,Annual Salary,Defaulted?
893,1,,435231.48,0
894,1,14416.32,620890.68,0
895,1,686.64,227790.72,0
896,0,9421.08,395349.96,0
897,0,4603.68,209342.16,0
898,1,13287.6,633180.72,0
899,1,4763.88,665455.56,0
900,1,,537688.56,0
901,1,11090.88,542488.68,0
902,1,7229.88,398430.36,0
903,0,9944.88,215547.72,0
904,0,19.32,250048.08,0
905,0,10728.12,216027.96,0
906,1,14813.76,375760.44,0
907,1,4872.12,511706.88,0
908,0,12624,148513.2,0
909,0,13030.08,226682.76,0
910,1,19874.04,493597.56,0
911,0,2911.8,245121.48,0
912,0,7227.72,155132.52,0
913,1,2251.2,715932,0
914,1,3975.6,413972.88,0
915,1,10936.68,685575.84,0
916,1,4696.92,477138.72,0
917,1,17404.2,407486.16,0
918,1,9839.04,347521.32,0
919,0,19082.16,223996.92,0
920,0,15079.32,269922,0
921,0,22671.96,271825.32,1
922,1,8924.28,129299.64,0
923,1,4118.28,354670.92,0
924,1,6419.64,528951.96,0
925,1,14492.4,418290.48,0
926,1,6777.72,477953.04,0
927,0,5944.44,275257.68,0
928,1,10830.12,463770.24,0
929,0,20895.24,222528.6,0
930,1,13999.68,632401.32,0
931,0,7573.92,278940.84,0
932,0,12923.76,176020.56,0
933,1,14922.6,451612.2,1
934,1,25356.24,416973.12,0
935,1,15552.72,519759.36,0
936,1,13064.04,565772.76,0
937,1,9896.76,507762.24,0
938,1,8211.48,444134.16,0
939,1,448.32,314658.24,0
940,0,10537.8,220974.84,0
941,1,10850.88,488201.52,0
942,0,11304.48,266176.68,0
943,0,11489.88,195880.32,0
944,1,3423.48,211279.68,0
945,0,17620.56,238152.72,0
946,1,3872.52,332022.96,0
947,1,4969.56,490526.76,0
948,1,13260,441752.52,0
949,1,5.4,383218.08,0
950,1,7436.4,166826.16,0
951,1,3526.44,680121.6,0
952,0,7648.56,236459.04,0
953,1,13314.36,831900.96,0
954,1,14677.32,634841.52,0
955,0,14204.28,156979.92,0
956,1,6837.48,652022.64,0
957,1,7506.36,552317.88,0
958,1,10003.92,202905.36,0
959,1,10392.6,537927.24,0
960,0,11345.76,207351.48,0
961,1,18658.2,526821.72,0
962,1,6909.24,623133,0
963,1,13699.2,464675.52,0
964,1,13759.68,544518.72,0
965,1,,411671.04,0
966,1,5216.52,425457.12,0
967,1,12313.56,469627.68,0
968,0,15633.6,351028.32,0
969,1,8288.52,714742.92,0
970,1,6893.4,488731.68,0
971,1,,520159.44,0
972,0,3015.72,156703.32,0
973,0,15025.32,197888.52,0
974,1,2494.8,626991.72,0
975,1,21036.96,587584.2,1
976,0,15359.28,253290.24,0
977,1,10354.56,437542.8,0
978,1,13722.48,400739.76,0
979,1,15038.16,854862.6,0
980,1,7488.96,306691.68,0
981,0,12334.32,171865.08,0
982,1,23568.12,606642.36,1
983,1,9029.16,390475.8,0
984,1,11447.16,391681.68,0
985,1,9278.4,800993.16,0
986,1,5193.48,626857.08,0
987,1,9572.76,379401.6,0
988,1,2890.08,673069.8,0
989,1,7947.84,381784.2,0
990,0,12676.44,185188.8,0
991,1,8893.08,516186.48,0
992,1,,507416.16,0
993,1,11783.4,493478.52,0
994,1,18838.08,513376.56,0
995,1,1638.12,547153.32,0
996,0,8783.4,217409.16,0
997,1,8613.72,384491.16,0
998,0,12062.16,219146.16,0
999,1,6743.16,374314.92,0
1000,1,24398.28,539979.48,1
1001,1,7665.84,560456.88,0
1002,0,13259.4,138348,0
1003,1,,354168.36,0
1004,1,7605.24,411487.2,0
1005,0,18312.36,250728.96,0
1006,1,6273.24,516315.96,0
1007,1,10237.2,568580.64,0
1008,1,14702.76,472066.32,0
1009,0,18715.56,264573.36,0
1010,1,3124.08,419189.88,0
1011,1,15851.28,606064.44,0
1012,1,17323.8,541072.68,0
1013,1,9499.68,363643.32,0
1014,1,11072.04,401345.88,0
1015,1,969,430650.6,0
1016,1,2320.32,416736.24,0
1017,1,11269.2,546228.24,0
1018,1,16041.6,369445.92,0
1019,1,17865.36,597639.48,1
1020,0,4502.4,164510.52,0
1021,0,9280.56,227738.28,0
1022,1,6977.04,535207.92,0
1023,1,5532.6,517773.24,0
1024,0,17094.72,304778.4,1
1025,0,13672.8,205678.2,0
1026,1,12386.4,500084.76,0
1027,1,1159.68,534674.64,0
1028,1,4065.36,512144.52,0
1029,0,15977.16,165518.28,0
1030,1,,413755.44,0
1031,1,7395,509240.28,0
1032,1,7197.6,361759.68,0
1033,0,17598.72,250853.4,0
1034,1,7119.6,599103.84,0
1035,1,9443.76,593195.4,0
1036,1,11123.88,585039.72,0
1037,1,14105.04,449551.68,0
1038,0,20373,279550.08,0
1039,1,6906.12,650438.28,0
1040,1,16635.6,652853.76,0
1041,0,14667,277832.64,0
1042,1,18674.28,322866.96,0
1043,1,13247.04,633858.36,0
1044,1,17952.84,482575.44,1
1045,0,11707.68,311043.84,0
1046,0,9374.04,280836.72,0
1047,0,11285.28,227278.08,0
1048,1,4503.96,390374.64,0
1049,1,7534.56,621245.52,0
1050,1,15652.56,592463.52,0
1051,1,17954.76,450411.96,0
1052,0,12067.08,190217.76,0
1053,1,9946.32,552730.2,0
1054,0,13732.32,226840.56,0
1055,1,16634.28,510455.88,0
1056,0,15861.72,137443.32,0
1057,1,13453.8,429188.52,0
1058,1,6574.32,551596.2,0
1059,1,9768,509538.72,0
1060,1,902.16,625992.12,0
1061,1,7178.64,343453.56,0
1062,0,756.48,147696.24,0
1063,1,,583707,0
1064,1,18644.4,431149.92,0
1065,1,9764.64,557040,0
1066,1,16634.16,514500.12,0
1067,1,11205.24,524322.24,0
1068,0,14881.2,241615.8,0
1069,1,,405379.92,0
1070,1,7362.96,370005.6,0
1071,1,3042.24,637505.76,0
1072,0,11374.68,205133.76,0
1073,0,1353.72,193206.84,0
1074,0,9924.48,226713.84,0
1075,1,5816.16,526801.08,0
1076,0,3255,301892.76,0
1077,1,12219,630116.88,0
1078,1,,524769.24,0
1079,0,,197057.88,0
1080,1,13221.6,438665.52,0
1081,0,17662.8,226956.48,0
1082,1,12692.52,488491.44,0
1083,1,4230.6,211514.04,0
1084,1,12357.84,607630.68,0
1085,1,15703.92,431577.48,0
1086,0,18981.48,126450.36,0
1087,1,11017.44,644522.64,0
1088,1,7653.6,483882.72,0
1089,1,4428.48,461618.88,0
1090,0,11821.08,221999.52,0
1091,1,3683.52,389145.72,0
1092,1,14470.92,524584.92,0
1093,1,12954,486059.04,0
1094,1,6663.48,480557.04,0
1095,1,10860.12,471527.76,0
1096,0,16187.52,250443.24,0
1097,0,17541.96,231026.88,0
1098,1,5321.4,357736.32,0
1099,1,24289.32,618106.44,1
1100,1,18198.6,472417.68,0
1101,0,6246.72,219075.48,0
1102,1,10206.6,534023.04,0
1103,1,11117.88,599039.64,0
1104,0,15309.84,115343.52,0
1105,1,2995.2,248210.88,0
1106,0,18773.64,232473.84,0
1107,1,5318.16,451679.76,0
1108,1,3882.6,407903.88,0
1109,0,6147.84,299395.44,0
1110,0,6297.12,169858.92,0
1111,1,8897.04,463932,0
1112,0,23928.6,171661.32,0
1113,1,14108.64,288010.68,0
1114,1,3408.6,494926.2,0
1115,1,6786.12,469311.72,0
1116,1,573,373804.44,0
1117,1,9323.4,540999.84,0
1118,1,4244.88,786321.72,0
1119,1,913.56,643133.04,0
1120,1,10075.2,551935.68,0
1121,0,9053.76,269106.48,0
1122,0,9997.44,283563.24,0
1123,1,3327.48,330587.4,0
1124,1,19136.4,445102.44,0
1125,1,,484721.76,0
1126,0,15379.44,170833.08,0
1127,1,17636.4,482099.4,0
1128,1,,457988.28,0
1129,1,10696.8,559340.76,0
1130,1,5925.12,618216.72,0
1131,0,10615.32,291679.8,0
1132,1,,390993,0
1133,1,12342.24,575335.2,0
1134,0,5109.96,159310.92,0
1135,1,13588.32,629877.12,0
1136,1,11583.24,554621.52,0
1137,1,29988.24,618051.48,1
1138,0,17222.16,136162.08,0
1139,0,16694.4,103655.52,0
1140,0,21652.92,211986.6,0
1141,0,3861.6,230750.76,0
1142,1,18080.04,503180.4,0
1143,0,16827.24,145251.84,1
1144,1,16553.16,466583.64,1
1145,1,14795.76,686187.96,0
1146,1,1618.32,429070.44,0
1147,0,5074.92,225448.08,0
1148,1,16482.72,261423,0
1149,1,7937.16,667098.72,0
1150,1,17132.64,329108.04,0
1151,1,11263.68,473517.24,0
1152,1,7301.16,677796.72,0
1153,1,17730.36,563581.68,0
1154,0,17647.08,214515.48,0
1155,0,17863.2,248875.56,0
1156,1,,595296.12,0
1157,0,3936.48,234795.24,0
1158,0,16005.72,253047.84,0
1159,1,9174.36,487119.48,0
1160,1,1323.96,625274.4,0
1161,0,30032.16,179370.24,1
1162,1,7251.84,439113.12,0
1163,0,19143.48,271740.48,0
1164,1,,600915.12,0
1165,1,5287.68,610825.68,0
1166,0,10523.04,160470.12,0
1167,1,16402.68,426803.52,0
1168,1,13559.76,393540.6,0
1169,1,12924.24,682344.84,0
1170,1,16932.84,312480,0
1171,1,,549461.88,0
1172,1,10339.8,328269.72,0
1173,1,14227.92,677802.48,0
1174,1,10818.6,685205.04,0
1175,0,9284.76,178103.88,0
1176,1,16655.64,368599.68,0
1177,1,14492.28,448271.28,0
1178,0,5468.64,151048.8,0
1179,0,6610.8,229320.84,0
1180,0,17817.72,275582.16,0
1181,0,5299.56,183140.52,0
1182,1,9724.92,336681.36,0
1183,1,13644.48,597730.8,0
1184,0,16828.92,166451.64,0
1185,1,18501.72,352499.16,0
1186,1,10787.76,756494.64,0
1187,0,8403.96,224435.52,0
1188,0,10745.52,285546.6,0
1189,1,9241.56,581872.56,0
1190,1,10103.4,645348.24,0
1191,1,531.72,365391,0
1192,1,4527.6,507089.88,0
1193,1,3177.6,590595,0
1194,1,6264.24,448102.8,0
1195,1,20183.04,502398.72,0
1196,1,12834.48,665058.6,0
1197,1,4508.4,455111.64,0
1198,0,8051.88,238031.64,0
1199,1,3826.92,591666.6,0
1200,0,11461.44,303778.2,0
1201,1,13485.48,298824,0
1202,1,11922.96,418035,0
1203,1,3345.72,654709.44,0
1204,1,18639.48,529801.92,0
1205,1,,414274.68,0
1206,1,5803.08,437969.64,0
1207,0,3738.36,222413.16,0
1208,1,6435,395929.8,0
1209,1,1532.52,329806.8,0
1210,0,18087.96,286786.56,1
1211,1,16212.48,491359.32,0
1212,1,8678.4,513021.24,0
1213,0,12494.4,271421.04,0
1214,1,13225.32,410960.28,0
1215,0,5044.44,197036.52,0
1216,1,15340.92,440107.32,1
1217,1,6509.64,632901.72,0
1218,1,4821.96,566107.32,0
1219,1,6078.12,613371.84,0
1220,1,13926,281979.6,0
1221,1,15333.6,679267.2,0
1222,0,14407.44,227686.92,0
1223,0,17023.08,138680.4,0
1224,0,5764.08,175114.08,0
1225,1,4446.36,373676.64,0
1226,1,8852.28,613659.24,0
1227,1,6023.04,496400.16,0
1228,1,20186.4,365298.6,0
1229,0,9761.4,252887.88,0
1230,1,8205.96,563251.44,0
1231,0,12439.2,182367,0
1232,0,5653.68,299340.48,0
1233,1,4037.04,476484.48,0
1234,0,5324.64,157641.96,0
1235,1,11605.68,423229.44,0
1236,1,6591.36,188474.64,0
1237,1,19213.92,215696.88,0
1238,1,10825.68,716343.48,0
1239,1,,450642.6,0
1240,1,17198.16,500931.84,0
1241,0,6033.6,160512.6,0
1242,1,5201.4,430307.16,0
1243,1,4877.16,441006,0
1244,1,11225.76,679329.84,0
1245,0,18549.96,145930.08,0
1246,1,1127.28,237735.96,0
1247,0,2308.92,288604.44,0
1248,1,8603.04,288186.24,0
1249,0,13885.68,254669.04,0
1250,1,866.04,474727.56,0
1251,0,17007.24,245568.36,0
1252,1,14345.76,461431.68,0
1253,1,6709.44,660087.24,0
1254,1,,449996.28,0
1255,1,4310.76,302917.2,0
1256,0,25480.44,286037.52,1
1257,1,15798.48,244242,0
1258,1,14067.6,414163.32,0
1259,1,17436.96,441939.96,0
1260,0,3887.52,147926.88,0
1261,1,13830.6,328152.36,0
1262,1,16008,691945.44,0
1263,1,8515.92,455906.52,0
1264,1,8775.72,397522.2,0
1265,0,3351.84,236904.48,0
1266,1,,204712.44,0
1267,0,7568.4,198021.72,0
1268,1,6516.48,375217.2,0
1269,1,7426.56,334879.08,0
1270,0,12637.92,302675.76,0
1271,0,,235470.96,0
1272,0,21148.2,204388.08,0
1273,1,,527318.88,0
1274,1,5629.8,364400.64,0
1275,1,8397.12,394575.6,0
1276,1,5353.68,511338.96,0
1277,1,6854.16,476193.6,0
1278,1,11427.96,538369.8,0
1279,1,7016.04,668189.64,0
1280,1,2092.44,573001.44,0
1281,0,8061.6,183591.12,0
1282,1,16074.72,643029.12,0
1283,1,,590792.52,0
1284,0,18948.84,253214.4,0
1285,1,11007.84,482326.08,0
1286,1,3017.16,311544.72,0
1287,1,11980.32,460623.48,0
1288,1,9938.76,506954.64,0
1289,0,18003.36,203316.36,0
1290,1,13711.68,320773.08,0
1291,0,16982.4,200850.24,0
1292,1,2384.76,402155.16,0
1293,1,4101.24,499952.88,0
1294,0,1760.88,152594.52,0
1295,1,18915.72,366573.6,0
1296,1,21965.64,288641.76,0
1297,1,4425.6,414312.48,0
1298,0,12318.96,283638.6,0
1299,1,,434706.12,0
1300,1,2896.08,481468.8,0
1301,1,15264.6,538747.08,0
1302,1,4334.4,592740.36,0
1303,1,17568.12,384283.2,0
1304,0,9780.96,221347.92,0
1305,0,12313.56,197167.68,0
1306,1,7568.76,365596.56,0
1307,1,19489.56,192651.6,0
1308,1,8936.76,539580.6,0
1309,1,17271.6,434047.2,0
1310,0,17892.6,156397.44,0
1311,0,,160010.88,0
1312,1,13952.4,326479.92,0
1313,1,17563.08,408778.56,0
1314,0,15716.4,186434.88,0
1315,1,11047.8,455233.08,0
1316,0,75.84,226951.32,0
1317,1,1547.88,683357.28,0
1318,0,15879.48,253791.72,0
1319,1,4598.64,182799.84,0
1320,1,3208.56,387181.44,0
1321,1,5148.84,577317.72,0
1322,1,8532,612429,0
1323,0,3714.24,145620.48,0
1324,0,15815.16,168842.04,0
1325,1,5127.96,666036.84,0
1326,1,10474.32,377658.6,0
1327,1,13266.72,466632.48,0
1328,1,8136.24,713001.36,0
1329,0,13975.56,215155.8,0
1330,1,2578.8,406854.96,0
1331,1,8659.08,611429.76,0
1332,0,2692.08,219386.64,0
1333,0,14390.88,165712.2,0
1334,1,6960.6,447339.36,0
1335,1,9857.88,416872.68,0
1336,1,7234.32,454189.56,0
1337,0,4533.24,168259.08,0
1338,1,8731.56,461173.92,0
1339,0,7205.16,222459.6,0
1340,1,11923.08,320187.96,0
1341,1,13159.08,566825.4,0
1342,1,19239.96,521695.68,0
1343,1,13763.64,367647.6,0
1344,1,16106.16,696599.88,0
1345,0,19964.28,238172.4,0
1346,1,12063,495699,0
1347,1,11554.68,300761.88,0
1348,0,13111.44,325538.04,0
1349,1,11032.08,519454.8,0
1350,0,2122.08,240260.28,0
1351,1,5527.2,465818.16,0
1352,0,9390.48,247122.36,0
1353,1,7364.88,683416.32,0
1354,1,4345.2,475907.4,0
1355,1,10340.16,596068.2,0
1356,0,11237.64,232673.76,0
1357,1,14672.88,822779.88,0
1358,1,9533.88,529742.64,0
1359,1,,162882.72,0
1360,1,26651.64,488701.2,1
1361,1,6278.64,456760.8,0
1362,1,22888.56,508161.96,1
1363,0,21713.52,225656.64,0
1364,1,16707.12,387400.68,0
1365,1,16193.64,430440.24,0
1366,1,7460.88,619149,0
1367,0,15282.96,221702.28,0
1368,1,7634.88,208269.12,0
1369,1,8165.4,398308.8,0
1370,1,10042.2,335238.24,0
1371,0,13381.32,230028.84,0
1372,0,9596.88,193770.96,0
1373,0,11956.68,240849.72,0
1374,1,19593.72,401470.8,0
1375,1,5278.08,293431.8,0
1376,1,3321,606284.16,0
1377,1,20583.84,273889.2,0
1378,1,10184.28,348510.72,0
1379,0,3882,229737.84,0
1380,1,9523.32,299678.52,0
1381,1,7344.96,473327.52,0
1382,0,17021.16,178884.84,0
1383,0,17603.28,229675.56,0
1384,0,5289.48,238752.36,0
1385,1,,641191.44,0
1386,1,10622.16,558861.24,0
1387,1,7631.64,509419.32,0
1388,1,7977.84,394737.6,0
1389,1,13202.88,411375.12,0
1390,0,19275.84,161067.72,0
1391,0,20453.16,250707.72,0
1392,1,15551.88,477600,0
1393,1,5620.92,275317.56,0
1394,1,3645.36,536941.44,0
1395,1,11660.52,405298.68,0
1396,1,21101.04,597449.52,1
1397,0,16016.4,295463.52,0
1398,1,11792.4,482333.64,0
1399,1,624.48,176161.2,0
1400,1,4818,300129.6,0
1401,1,17482.2,482238.36,0
1402,1,9275.04,512140.68,0
1403,0,22132.32,170857.32,0
1404,0,12186.12,256355.28,0
1405,1,11864.16,374522.88,0
1406,1,12872.88,548458.08,0
1407,1,18922.8,478024.2,0
1408,1,10081.32,407720.52,0
1409,0,14525.28,228266.28,0
1410,0,8574.6,161182.08,0
1411,0,7285.08,196487.16,0
1412,1,4960.32,516854.28,0
1413,1,14210.52,419886.96,0
1414,1,3283.2,335958.96,0
1415,0,10461.84,117462.84,0
1416,1,20694.72,556769.4,0
1417,0,13288.8,187938.96,0
1418,0,13936.92,221043.6,0
1419,0,1291.2,215300.88,0
1420,1,1637.04,512638.68,0
1421,1,8184.48,363467.28,0
1422,0,9498.36,220112.88,0
1423,1,5494.44,517614.6,0
1424,1,18179.52,436836.48,0
1425,1,9793.08,453156.48,0
1426,1,14903.4,503425.44,0
1427,1,11186.4,590576.52,0
1428,1,7297.32,563553.48,0
1429,0,7531.08,185078.52,0
1430,0,7116.72,273443.04,0
1431,1,2247.72,373689,0
1432,1,8837.76,474459.96,0
1433,0,10056.96,284384.52,0
1434,1,6138.24,524846.16,0
1435,1,4264.32,789587.04,0
1436,1,13660.8,289180.2,0
1437,1,9936,645675.84,0
1438,1,14622.6,614699.04,0
1439,1,3792.12,411006.24,0
1440,0,5765.64,178399.32,0
1441,1,1830,474034.08,0
1442,1,13551.84,560279.76,0
1443,0,10647.48,179502.6,0
1444,1,11261.28,410219.28,0
1445,1,12920.04,527672.28,0
1446,1,18905.88,428825.52,1
1447,1,1777.8,517252.68,0
1448,1,22387.68,595258.56,1
1449,0,7605.24,169317.84,0
1450,0,,281065.68,0
1451,1,11073.84,609604.32,0
1452,1,56.52,342256.44,0
1453,1,14378.16,515623.68,0
1454,1,20719.44,525779.52,0
1455,1,12902.64,365820.72,0
1456,0,10607.04,176881.68,0
1457,1,13191.48,571503.72,0
1458,1,11387.64,545483.16,0
1459,0,9775.56,275377.92,0
1460,1,8247.48,431870.76,0
1461,1,8324.04,390943.32,0
1462,1,9778.08,342314.64,0
1463,1,12383.64,714670.44,0
1464,1,15833.76,744659.88,0
1465,1,16392.36,618613.32,0
1466,1,12401.52,665846.64,0
1467,1,,602777.4,0
1468,1,10290.96,652474.68,0
1469,1,13875.48,407516.88,0
1470,1,20559.12,408070.32,0
1471,0,10835.76,180916.08,0
1472,0,2544.48,194151.72,0
1473,1,7593.6,613793.16,0
1474,0,4536.24,234856.68,0
1475,1,11994.48,527218.32,0
1476,1,11650.2,588525.36,0
1477,1,15830.28,425594.88,0
1478,1,3435.96,714919.8,0
1479,1,9966.84,476685.24,0
1480,0,7890.36,232748.88,0
1481,1,9439.68,692455.68,0
1482,1,1332.72,488103.96,0
1483,1,3578.88,334064.16,0
1484,0,9838.32,237629.52,0
1485,1,21488.04,535289.16,1
1486,1,10601.64,530487.96,0
1487,0,4617.96,214134.24,0
1488,1,18811.32,465424.32,1
1489,0,11133.24,217776.84,0
1490,1,9555.96,343400.52,0
1491,1,7830.6,389256.72,0
1492,1,3780.12,536286,0
1493,1,19317.6,465077.4,0
1494,1,10221.6,695409.24,0
1495,1,5522.52,534327.24,0
1496,1,14445.96,497819.28,0
1497,1,24897.72,467866.32,1
1498,1,14924.52,455113.32,0
1499,0,16476.48,233491.32,0
1500,1,5392.92,634707,0
1501,1,1518.72,834503.4,0
1502,1,4646.88,290927.28,0
1503,0,27994.56,141242.76,1
1504,1,16313.28,292933.56,0
1505,1,5631.96,700324.68,0
1506,1,1335.48,481040.28,0
1507,1,17326.56,652268.76,0
1508,1,4761.84,618720.36,0
1509,0,1753.8,181925.88,0
1510,1,7286.4,439389.96,0
1511,1,20497.8,557003.4,0
1512,1,11478.36,644430.48,0
1513,0,8119.32,193778.28,0
1514,0,2859.84,206329.8,0
1515,0,,191611.32,0
1516,0,8888.88,156786.84,0
1517,0,11204.52,141726.6,0
1518,1,10320.36,404888.4,0
1519,1,12395.28,373825.68,0
1520,1,,443399.4,0
1521,1,10023.24,617653.68,0
1522,1,2260.92,420882.12,0
1523,1,6075.84,523575.6,0
1524,1,5961,431467.68,0
1525,0,8870.16,189836.76,0
1526,0,10998.48,241571.04,0
1527,1,18717,446727.24,0
1528,1,4706.88,539798.4,0
1529,1,12789.96,476627.4,0
1530,1,6284.52,577100.88,0
1531,1,9474.72,470388.36,0
1532,1,9662.4,458667.12,0
1533,1,15066.48,541707.24,0
1534,1,7857.72,531069.24,0
1535,1,8601.12,618342,0
1536,1,8232.84,387821.04,0
1537,1,18364.44,353748.24,0
1538,1,10552.44,356365.8,0
1539,1,8859.96,447278.04,0
1540,1,19769.16,589873.92,0
1541,0,6038.64,256455,0
1542,1,2580.36,484792.92,0
1543,0,9847.92,297840.6,0
1544,1,11888.04,673693.32,0
1545,0,10969.32,186561.36,0
1546,0,12252.12,107650.92,0
1547,1,13721.16,429280.8,0
1548,0,9160.8,182691.12,0
1549,1,18387.96,505828.32,1
1550,1,22328.88,474612.48,0
1551,1,13215.6,333377.4,0
1552,1,6504,526479.48,0
1553,0,8358.96,35775.36,0
1554,1,18434.76,367626.84,0
1555,1,15998.4,405394.8,0
1556,0,10434.12,216677.4,0
1557,1,12582.6,490993.44,0
1558,1,144.96,392045.04,0
1559,1,8392.56,411319.08,0
1560,1,10265.16,583842.96,0
1561,0,6747.6,241971.72,0
1562,1,746.04,343929,0
1563,1,11734.68,540063.12,0
1564,1,20225.4,730684.32,0
1565,1,15093.6,260153.88,0
1566,1,8061.36,640499.4,0
1567,1,757.2,461917.08,0
1568,1,8236.56,347439.24,0
1569,1,6995.28,484422.48,0
1570,1,9703.56,387796.44,0
1571,1,12935.76,212462.64,0
1572,0,20593.08,273063.12,0
1573,1,5012.76,374475.48,0
1574,1,15612,509927.52,0
1575,1,10760.16,555942.48,0
1576,1,1641.96,163032,0
1577,1,350.16,466457.76,0
1578,1,3394.92,425351.04,0
1579,1,10302.48,228862.2,0
1580,1,10368.6,332281.32,0
1581,1,14711.76,506438.52,0
1582,1,8357.16,456339.6,0
1583,0,22082.64,317768.64,0
1584,0,14729.88,200611.44,0
1585,1,20600.16,474519.48,0
1586,1,3967.44,140787,0
1587,0,10987.92,212530.2,0
1588,1,1597.2,414948,0
1589,1,5047.32,399521.64,0
1590,1,12696.72,326355.12,0
1591,1,23666.04,412351.68,1
1592,1,9482.88,523753.68,0
1593,1,1579.44,481904.52,0
1594,1,,449621.76,0
1595,0,1275,211665.6,0
1596,0,8547,256884.48,0
1597,1,10874.64,535523.28,0
1598,1,1528.92,596827.68,0
1599,1,20376.84,583148.4,0
1600,0,17376.48,227872.8,0
1601,1,8537.28,486093.84,0
1602,1,3919.56,632360.76,0
1603,1,4235.28,712472.52,0
1604,0,14964.84,186270.96,0
1605,1,5268.84,574790.04,0
1606,1,12362.52,488537.4,0
1607,1,,398016.72,0
1608,1,13359.36,617490.48,0
1609,1,16092.96,482398.08,0
1610,0,27239.4,216253.32,1
1611,1,16611.12,332851.32,0
1612,1,,392694.12,0
1613,1,8949.72,513149.64,0
1614,1,10915.56,502986.24,0
1615,1,2356.44,688767.36,0
1616,1,10394.04,496385.52,0
1617,0,17529,299524.32,0
1618,1,9129.36,538218.72,0
1619,0,13983.36,124259.28,0
1620,1,13025.16,471297.96,0
1621,0,8692.68,223698,0
1622,1,1378.56,328385.04,0
1623,1,9535.08,630089.76,0
1624,1,13119.12,345735.24,0
1625,1,11327.28,578380.8,0
1626,1,22332.72,668060.64,1
1627,1,10810.08,397568.52,0
1628,0,20193.6,280128.84,0
1629,1,2354.4,319350.72,0
1630,1,14173.44,350182.08,0
1631,0,13213.92,157706.16,0
1632,0,18082.32,178977.84,0
1633,0,14566.08,208488.72,0
1634,0,6567,209350.8,0
1635,1,20502.84,418688.64,0
1636,1,2976.48,435085.92,0
1637,1,4635.24,549314.52,0
1638,1,6329.52,428498.04,0
1639,1,18562.08,613943.76,0
1640,1,,566573.16,0
1641,1,,669374.4,0
1642,1,11465.64,570242.16,0
1643,0,9010.32,203187.96,0
1644,0,15069,146514.96,0
1645,1,9816.72,430829.64,0
1646,0,17632.44,136049.04,0
1647,1,3980.64,562245,0
1648,1,17478.6,618102.84,1
1649,0,15490.2,234392.76,0
1650,0,8532.36,152229.84,0
1651,1,8811.84,398880.48,0
1652,1,3950.64,577605.84,0
1653,1,14778.12,420825.48,0
1654,1,10164.6,342469.32,0
1655,1,9737.16,661438.8,0
1656,0,19882.32,184313.28,0
1657,0,18565.8,172131.48,0
1658,0,7088.64,156494.4,0
1659,0,10727.64,181113.36,0
1660,1,,408797.28,0
1661,1,9601.8,620768.4,0
1662,0,8226.24,148342.32,0
1663,1,15153.12,822949.2,0
1664,1,9241.44,598280.28,0
1665,1,14172,421484.88,0
1666,0,6331.8,213839.64,0
1667,1,5297.88,470518.8,0
1668,1,11063.64,460086.84,0
1669,0,10504.32,175646.16,0
1670,1,12397.44,795657.24,0
1671,1,12560.88,489869.4,0
1672,0,15836.52,280487.16,0
1673,0,8382.12,321226.92,0
1674,1,6851.76,564252.12,0
1675,1,10110.48,406775.16,0
1676,1,,567072.72,0
1677,1,10204.56,534569.88,0
1678,0,11558.28,153594.12,0
1679,1,13635.96,505798.44,0
1680,0,23345.88,179295.84,0
1681,0,17310.48,156591.84,0
1682,1,1627.56,479108.4,0
1683,1,5086.56,441396.6,0
1684,1,3597.36,347010.48,0
1685,0,8418.48,211289.52,0
1686,1,3398.52,471160.68,0
1687,0,16294.2,136830.48,0
1688,0,15934.32,132250.92,0
1689,0,11357.4,182150.52,0
1690,1,7962.12,637227,0
1691,1,1390.08,570238.2,0
1692,1,9605.88,452590.08,0
1693,1,7680.72,628966.32,0
1694,1,10527.36,328861.68,0
1695,0,16585.08,186627,0
1696,1,9016.68,610923,0
1697,1,,478719.24,0
1698,1,13448.4,355366.68,0
1699,0,15744.6,341797.68,0
1700,1,4668.72,270979.44,0
1701,1,10340.28,696355.68,0
1702,1,12952.8,466369.68,0
1703,1,22719.48,381860.76,1
1704,1,4050,670239.24,0
1705,1,13708.2,546966.84,0
1706,0,10164.72,164895.96,0
1707,0,18902.88,293633.88,0
1708,0,4840.2,236284.2,0
1709,0,6798.24,304780.8,0
1710,0,24116.28,308334,1
1711,1,11455.2,601669.08,0
1712,1,12695.28,546176.04,0
1713,1,4576.68,339181.08,0
1714,1,9518.28,426669.36,0
1715,1,12946.92,653037.48,0
1716,0,15733.2,254270.88,0
1717,1,459.6,446238.6,0
1718,1,9074.64,438167.04,0
1719,1,682.44,674940.84,0
1720,1,14277,363790.68,0
1721,1,16048.68,618090,0
1722,0,15066,200436.24,0
1723,1,14542.44,513330.96,0
1724,1,3826.56,600828.24,0
1725,1,4032.84,463150.92,0
1726,1,11213.88,372520.92,0
1727,1,9749.88,512655.6,0
1728,1,14216.16,455255.4,0
1729,0,20851.32,85842.48,0
1730,1,1129.44,435647.28,0
1731,1,11936.04,396028.08,0
1732,1,,261710.64,0
1733,1,12077.64,534765.24,0
1734,1,3983.04,573359.16,0
